|DocCount|IDF
3270|2|9.050640993218508
3350|1|9.743788173778453
3228|2|9.050640993218508
3316|2|9.050640993218508
3076|2|9.050640993218508
3288|2|9.050640993218508
3085|1|9.743788173778453
3183|1|9.743788173778453
3042|2|9.050640993218508
3236|3|8.645175885110344
3018|1|9.743788173778453
3120|3|8.645175885110344
3044|1|9.743788173778453
3134|1|9.743788173778453
2938|1|9.743788173778453
3168|1|9.743788173778453
2910|2|9.050640993218508
3054|1|9.743788173778453
3048|1|9.743788173778453
catalyst|4|8.357493812658563
2769|1|9.743788173778453
3109|1|9.743788173778453
joswick|1|9.743788173778453
2823|1|9.743788173778453
3133|2|9.050640993218508
3132|1|9.743788173778453
unclear|1|9.743788173778453
2990|1|9.743788173778453
3220|2|9.050640993218508
3108|1|9.743788173778453
3190|1|9.743788173778453
3056|2|9.050640993218508
3116|1|9.743788173778453
3268|1|9.743788173778453
dollar1400oz|1|9.743788173778453
in18|1|9.743788173778453
3217|2|9.050640993218508
3275|1|9.743788173778453
3127|1|9.743788173778453
3345|1|9.743788173778453
dollar45bbl|2|9.050640993218508
h2|4|8.357493812658563
3257|1|9.743788173778453
3353|1|9.743788173778453
3241|2|9.050640993218508
3487|2|9.050640993218508
keenan|1|9.743788173778453
3348|1|9.743788173778453
3438|3|8.645175885110344
3369|2|9.050640993218508
3447|1|9.743788173778453
3456|1|9.743788173778453
3405|3|8.645175885110344
3497|1|9.743788173778453
3388|1|9.743788173778453
3486|1|9.743788173778453
3341|2|9.050640993218508
3471|1|9.743788173778453
sunday|2|9.050640993218508
3280|2|9.050640993218508
amp|11|7.345892900980083
3400|2|9.050640993218508
3272|1|9.743788173778453
3360|1|9.743788173778453
3229|1|9.743788173778453
3315|2|9.050640993218508
demonetisation|1|9.743788173778453
3189|1|9.743788173778453
3124|1|9.743788173778453
3264|2|9.050640993218508
ratio|2|9.050640993218508
3102|1|9.743788173778453
3212|1|9.743788173778453
3200|4|8.357493812658563
p|31|6.309800969293307
3106|1|9.743788173778453
3176|2|9.050640993218508
seed|34|6.217427649162292
3096|1|9.743788173778453
dollar30s|3|8.645175885110344
3077|1|9.743788173778453
3114|1|9.743788173778453
aurobindo|1|9.743788173778453
3162|2|9.050640993218508
3130|1|9.743788173778453
3276|1|9.743788173778453
3034|3|8.645175885110344
3282|1|9.743788173778453
3146|1|9.743788173778453
3484|1|9.743788173778453
3330|1|9.743788173778453
3598|1|9.743788173778453
3514|1|9.743788173778453
3610|1|9.743788173778453
3507|1|9.743788173778453
3595|3|8.645175885110344
3501|1|9.743788173778453
3489|1|9.743788173778453
3619|1|9.743788173778453
3543|2|9.050640993218508
3677|1|9.743788173778453
3515|1|9.743788173778453
3655|1|9.743788173778453
3600|1|9.743788173778453
3664|1|9.743788173778453
3575|1|9.743788173778453
3647|2|9.050640993218508
harmful|1|9.743788173778453
3542|1|9.743788173778453
3692|1|9.743788173778453
starved|1|9.743788173778453
3731|1|9.743788173778453
3594|1|9.743788173778453
3656|1|9.743788173778453
3566|1|9.743788173778453
3644|1|9.743788173778453
flatline|1|9.743788173778453
3509|1|9.743788173778453
3635|1|9.743788173778453
3504|1|9.743788173778453
3604|3|8.645175885110344
3516|1|9.743788173778453
3614|1|9.743788173778453
3491|1|9.743788173778453
3637|1|9.743788173778453
delivering|1|9.743788173778453
3511|1|9.743788173778453
3669|1|9.743788173778453
3505|2|9.050640993218508
3573|1|9.743788173778453
3425|3|8.645175885110344
3577|1|9.743788173778453
3436|2|9.050640993218508
3618|1|9.743788173778453
3534|2|9.050640993218508
3662|1|9.743788173778453
kept|3|8.645175885110344
3561|1|9.743788173778453
3671|1|9.743788173778453
3552|2|9.050640993218508
3694|1|9.743788173778453
3654|1|9.743788173778453
3527|1|9.743788173778453
3665|2|9.050640993218508
3520|1|9.743788173778453
3672|1|9.743788173778453
3528|2|9.050640993218508
3736|1|9.743788173778453
3562|1|9.743788173778453
3682|1|9.743788173778453
bv|1|9.743788173778453
mehtas|1|9.743788173778453
3579|2|9.050640993218508
3691|1|9.743788173778453
3548|1|9.743788173778453
3670|1|9.743788173778453
3522|1|9.743788173778453
3722|1|9.743788173778453
3631|2|9.050640993218508
ihs|5|8.134350261344352
3417|1|9.743788173778453
mkts|11|7.345892900980083
guptas|3|8.645175885110344
3517|1|9.743788173778453
3675|1|9.743788173778453
3532|2|9.050640993218508
3620|1|9.743788173778453
levelswood|1|9.743788173778453
3531|2|9.050640993218508
3657|1|9.743788173778453
3508|2|9.050640993218508
3696|1|9.743788173778453
3674|1|9.743788173778453
3454|1|9.743788173778453
3494|2|9.050640993218508
3714|1|9.743788173778453
036|1|9.743788173778453
3607|1|9.743788173778453
3737|1|9.743788173778453
3719|1|9.743788173778453
3673|1|9.743788173778453
column|1|9.743788173778453
smoke|2|9.050640993218508
screen|1|9.743788173778453
3413|1|9.743788173778453
3869|1|9.743788173778453
dollar70bbl|1|9.743788173778453
dollar63barrel|1|9.743788173778453
amrita|1|9.743788173778453
sen|1|9.743788173778453
3717|1|9.743788173778453
3613|1|9.743788173778453
3699|1|9.743788173778453
3645|2|9.050640993218508
3743|2|9.050640993218508
mallyas|1|9.743788173778453
settled|2|9.050640993218508
3589|2|9.050640993218508
3725|1|9.743788173778453
biz|1|9.743788173778453
stone|1|9.743788173778453
3567|1|9.743788173778453
3643|1|9.743788173778453
libya39s|1|9.743788173778453
3642|1|9.743788173778453
dollar5305|1|9.743788173778453
3523|1|9.743788173778453
thinner|1|9.743788173778453
3500|1|9.743788173778453
3702|1|9.743788173778453
moved|1|9.743788173778453
glacially|1|9.743788173778453
23m|2|9.050640993218508
3564|2|9.050640993218508
3710|1|9.743788173778453
84|1|9.743788173778453
3559|2|9.050640993218508
3663|1|9.743788173778453
jp|4|8.357493812658563
cheating|2|9.050640993218508
3387|2|9.050640993218508
nymex|382|3.798367565171878
3352|1|9.743788173778453
touching|3|8.645175885110344
retreating|2|9.050640993218508
implemented|1|9.743788173778453
3650|1|9.743788173778453
api|149|4.739841867832994
47|2|9.050640993218508
swiftly|2|9.050640993218508
quickly|2|9.050640993218508
sop|1|9.743788173778453
stabilize|8|7.664346632098617
3433|2|9.050640993218508
3721|1|9.743788173778453
christmas|5|8.134350261344352
bookingmark|1|9.743788173778453
3321|1|9.743788173778453
skepticism|5|8.134350261344352
3304|1|9.743788173778453
declined|1|9.743788173778453
dollar50barrel|1|9.743788173778453
ram|13|7.178838816316916
pitre|13|7.178838816316916
3439|1|9.743788173778453
3627|1|9.743788173778453
inspired|4|8.357493812658563
upping|1|9.743788173778453
weight|1|9.743788173778453
mkt|19|6.799349194612013
yergin|3|8.645175885110344
ahmad|3|8.645175885110344
3296|1|9.743788173778453
3658|1|9.743788173778453
3038|2|9.050640993218508
3558|1|9.743788173778453
124|2|9.050640993218508
dollar50bbl|8|7.664346632098617
pro|9|7.546563596442233
unaffected|3|8.645175885110344
2992|1|9.743788173778453
disagreement|3|8.645175885110344
jittery|2|9.050640993218508
later|5|8.134350261344352
720|3|8.645175885110344
steeper|1|9.743788173778453
saver|1|9.743788173778453
meaningful|1|9.743788173778453
dollar40bl|1|9.743788173778453
eco|3|8.645175885110344
3366|1|9.743788173778453
elsewhere|2|9.050640993218508
retrace|1|9.743788173778453
3119|1|9.743788173778453
3313|1|9.743788173778453
smartly|1|9.743788173778453
modis|1|9.743788173778453
nightmare|2|9.050640993218508
3340|1|9.743788173778453
static|2|9.050640993218508
quiet|2|9.050640993218508
3245|1|9.743788173778453
3377|1|9.743788173778453
3165|1|9.743788173778453
hesitate|1|9.743788173778453
3107|4|8.357493812658563
3066|1|9.743788173778453
74|2|9.050640993218508
65barrel|1|9.743788173778453
3198|2|9.050640993218508
quoted|4|8.357493812658563
supportive|3|8.645175885110344
3201|1|9.743788173778453
53m|1|9.743788173778453
consensus|2|9.050640993218508
narrowing|1|9.743788173778453
2898|1|9.743788173778453
3178|3|8.645175885110344
365|1|9.743788173778453
2849|1|9.743788173778453
2971|1|9.743788173778453
2948|1|9.743788173778453
3072|1|9.743788173778453
chris|1|9.743788173778453
2836|1|9.743788173778453
24m|1|9.743788173778453
2937|1|9.743788173778453
3059|1|9.743788173778453
2919|1|9.743788173778453
3033|1|9.743788173778453
fbi|1|9.743788173778453
reaffirms|1|9.743788173778453
han|2|9.050640993218508
ven|1|9.743788173778453
cleef|1|9.743788173778453
2903|1|9.743788173778453
historical|1|9.743788173778453
2946|2|9.050640993218508
3148|2|9.050640993218508
3052|1|9.743788173778453
3194|1|9.743788173778453
nov|13|7.178838816316916
coordinate|2|9.050640993218508
lieu|1|9.743788173778453
dollar537|1|9.743788173778453
mn|4|8.357493812658563
3233|1|9.743788173778453
3290|1|9.743788173778453
3446|1|9.743788173778453
thanseen|1|9.743788173778453
18m|1|9.743788173778453
squabble|4|8.357493812658563
3349|1|9.743788173778453
3451|1|9.743788173778453
testing|1|9.743788173778453
according|3|8.645175885110344
marc|2|9.050640993218508
faber|2|9.050640993218508
nearing|2|9.050640993218508
3338|1|9.743788173778453
3343|1|9.743788173778453
3555|1|9.743788173778453
3292|1|9.743788173778453
3398|1|9.743788173778453
3263|1|9.743788173778453
3409|1|9.743788173778453
4m|1|9.743788173778453
3274|1|9.743788173778453
3448|2|9.050640993218508
noted|5|8.134350261344352
3269|1|9.743788173778453
headline|1|9.743788173778453
threshold|2|9.050640993218508
3259|1|9.743788173778453
3431|2|9.050640993218508
outperform|4|8.357493812658563
idbi|1|9.743788173778453
3247|1|9.743788173778453
3367|1|9.743788173778453
kilduff|1|9.743788173778453
3308|1|9.743788173778453
tad|2|9.050640993218508
3128|1|9.743788173778453
3372|1|9.743788173778453
2924|3|8.645175885110344
pugh|2|9.050640993218508
19m|1|9.743788173778453
3112|1|9.743788173778453
shamik|2|9.050640993218508
bose|2|9.050640993218508
crush|4|8.357493812658563
dollar40barrel|2|9.050640993218508
2939|1|9.743788173778453
2873|1|9.743788173778453
summet|2|9.050640993218508
outputreport|1|9.743788173778453
3140|1|9.743788173778453
naveen|66|5.554133431752027
mathur|64|5.584905090418781
2927|1|9.743788173778453
3123|2|9.050640993218508
wrongrusting|1|9.743788173778453
clog|1|9.743788173778453
continued|7|7.79787802472314
intraday|34|6.217427649162292
2867|1|9.743788173778453
3035|2|9.050640993218508
2916|1|9.743788173778453
oversupplied|7|7.79787802472314
2842|1|9.743788173778453
2871|1|9.743788173778453
3005|1|9.743788173778453
flip|5|8.134350261344352
flop|2|9.050640993218508
3079|1|9.743788173778453
diving|1|9.743788173778453
44bbl|1|9.743788173778453
barclays|20|6.748055900224462
2964|2|9.050640993218508
3024|1|9.743788173778453
projected|1|9.743788173778453
145m|1|9.743788173778453
2935|2|9.050640993218508
3075|1|9.743788173778453
2868|1|9.743788173778453
3078|1|9.743788173778453
2824|1|9.743788173778453
3070|1|9.743788173778453
srcs|1|9.743788173778453
pmis|9|7.546563596442233
3065|1|9.743788173778453
3223|1|9.743788173778453
saxo|1|9.743788173778453
tom|1|9.743788173778453
albanese|1|9.743788173778453
3122|1|9.743788173778453
3216|1|9.743788173778453
ml|2|9.050640993218508
3291|1|9.743788173778453
bbl|13|7.178838816316916
abn|2|9.050640993218508
amro|2|9.050640993218508
indirectly|1|9.743788173778453
3099|2|9.050640993218508
3209|2|9.050640993218508
dampens|4|8.357493812658563
3080|1|9.743788173778453
3252|1|9.743788173778453
dealer|2|9.050640993218508
3094|1|9.743788173778453
3328|1|9.743788173778453
3155|2|9.050640993218508
bias|46|5.915146777289358
buildfears|1|9.743788173778453
3145|1|9.743788173778453
3329|1|9.743788173778453
3240|1|9.743788173778453
3342|1|9.743788173778453
aug|9|7.546563596442233
overblown|4|8.357493812658563
vegetable|1|9.743788173778453
3169|2|9.050640993218508
firmly|2|9.050640993218508
dollar51bbl|1|9.743788173778453
daryl|1|9.743788173778453
guppy|1|9.743788173778453
hui|1|9.743788173778453
ponders|2|9.050640993218508
2862|1|9.743788173778453
monitored|1|9.743788173778453
natixis|2|9.050640993218508
2685|1|9.743788173778453
3051|1|9.743788173778453
2737|1|9.743788173778453
2890|1|9.743788173778453
2809|1|9.743788173778453
2941|1|9.743788173778453
2940|1|9.743788173778453
karvy|53|5.773496260226331
2752|1|9.743788173778453
2976|1|9.743788173778453
2865|1|9.743788173778453
covering|5|8.134350261344352
fizzle|3|8.645175885110344
comic|1|9.743788173778453
2575|1|9.743788173778453
dollar38|1|9.743788173778453
39barrel|1|9.743788173778453
2620|1|9.743788173778453
entering|1|9.743788173778453
2713|1|9.743788173778453
2875|1|9.743788173778453
surprising|8|7.664346632098617
45493|1|9.743788173778453
47089|1|9.743788173778453
43bbl|1|9.743788173778453
2970|1|9.743788173778453
pvt|1|9.743788173778453
dollar55bbl|1|9.743788173778453
2978|1|9.743788173778453
fy17|3|8.645175885110344
lmc|1|9.743788173778453
resurgent|2|9.050640993218508
fester|2|9.050640993218508
stabilising|1|9.743788173778453
25m|2|9.050640993218508
projs|1|9.743788173778453
2959|1|9.743788173778453
3239|1|9.743788173778453
2980|1|9.743788173778453
2899|1|9.743788173778453
3339|1|9.743788173778453
3063|1|9.743788173778453
3277|1|9.743788173778453
3346|3|8.645175885110344
3336|1|9.743788173778453
h2fy17|1|9.743788173778453
3319|1|9.743788173778453
155|1|9.743788173778453
3090|1|9.743788173778453
reverberates|1|9.743788173778453
lingers|4|8.357493812658563
resounding|1|9.743788173778453
indicate|2|9.050640993218508
videsh|1|9.743788173778453
3478|1|9.743788173778453
3298|1|9.743788173778453
3402|1|9.743788173778453
hitesh|15|7.035737972676243
jain|15|7.035737972676243
3450|1|9.743788173778453
3098|1|9.743788173778453
3246|1|9.743788173778453
3250|1|9.743788173778453
3150|1|9.743788173778453
50barrel|1|9.743788173778453
deficitgoldman|1|9.743788173778453
macro|2|9.050640993218508
noise|1|9.743788173778453
barrelbarclays|1|9.743788173778453
shrinking|3|8.645175885110344
ravinda|1|9.743788173778453
gale|1|9.743788173778453
3490|1|9.743788173778453
5234|1|9.743788173778453
3410|1|9.743788173778453
3207|1|9.743788173778453
3385|1|9.743788173778453
stabilizes|2|9.050640993218508
quota|5|8.134350261344352
backlog|2|9.050640993218508
cleared|1|9.743788173778453
3394|1|9.743788173778453
nifty|2|9.050640993218508
resistance|23|6.608293957849304
renisha|16|6.971199451538672
chainani|16|6.971199451538672
3205|2|9.050640993218508
3371|1|9.743788173778453
fret|3|8.645175885110344
secy|2|9.050640993218508
plenty|2|9.050640993218508
geoff|1|9.743788173778453
bihar|1|9.743788173778453
uptrend|2|9.050640993218508
iifl|24|6.565734343430507
brimming|2|9.050640993218508
replacement|2|9.050640993218508
shuffle|1|9.743788173778453
fut|46|5.915146777289358
aurbinda|1|9.743788173778453
2094|1|9.743788173778453
lingering|3|8.645175885110344
50bbl|1|9.743788173778453
ve|2|9.050640993218508
precious|42|6.006118555495084
kuwaiti|2|9.050640993218508
prolong|1|9.743788173778453
actually|5|8.134350261344352
gnansekar|1|9.743788173778453
absent|1|9.743788173778453
seasonal|2|9.050640993218508
dwindling|4|8.357493812658563
parsed|1|9.743788173778453
surprised|1|9.743788173778453
aa|1|9.743788173778453
caixin|2|9.050640993218508
pmi|22|6.652745720420137
dimming|1|9.743788173778453
fizzling|1|9.743788173778453
petering|2|9.050640993218508
suffering|1|9.743788173778453
thinned|4|8.357493812658563
dealing|2|9.050640993218508
relatively|2|9.050640993218508
mildly|3|8.645175885110344
reacts|1|9.743788173778453
calmly|1|9.743788173778453
brussels|2|9.050640993218508
swept|1|9.743788173778453
flirting|1|9.743788173778453
statemen|1|9.743788173778453
mitigate|1|9.743788173778453
widening|2|9.050640993218508
resisting|1|9.743788173778453
weekend|4|8.357493812658563
bottoming|4|8.357493812658563
necessarily|1|9.743788173778453
fiscal|6|7.952028704550398
metal39s|1|9.743788173778453
appeal|3|8.645175885110344
overihs|1|9.743788173778453
strongly|2|9.050640993218508
